"sreg","ac_full_type","msn","body_type","type_of_big_part","ori_position","created_on","start_period","end_period","flight_cycle","flight_hour"
PK-GAJ,ATR72-600,"1243",NB,LG,,2020-10-04 15:57:48,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAJ,ATR72-600,"1243",NB,PROPELLER,,2020-10-04 15:57:48,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAK,ATR72-600,"1249",NB,AIRFRAME,,2020-10-04 16:05:24,2020-09-01 00:00:00,2020-09-30 00:00:00,2,"007:21:00"
PK-GAK,ATR72-600,"1249",NB,ENGINE,Pos 1,2020-10-04 16:05:24,2020-09-01 00:00:00,2020-09-30 00:00:00,2,"007:21:00"
PK-GAK,ATR72-600,"1249",NB,ENGINE,Pos 2,2020-10-04 16:05:24,2020-09-01 00:00:00,2020-09-30 00:00:00,2,"007:21:00"
PK-GAK,ATR72-600,"1249",NB,LG,,2020-10-04 16:05:24,2020-09-01 00:00:00,2020-09-30 00:00:00,2,"007:21:00"
PK-GAK,ATR72-600,"1249",NB,PROPELLER,,2020-10-04 16:05:24,2020-09-01 00:00:00,2020-09-30 00:00:00,2,"007:21:00"
PK-GAL,ATR72-600,"1254",NB,AIRFRAME,,2020-10-04 16:08:11,2020-09-01 00:00:00,2020-09-30 00:00:00,21,"033:31:00"
PK-GAL,ATR72-600,"1254",NB,ENGINE,Pos 1,2020-10-04 16:08:11,2020-09-01 00:00:00,2020-09-30 00:00:00,21,"033:31:00"
PK-GAL,ATR72-600,"1254",NB,ENGINE,Pos 2,2020-10-04 16:08:11,2020-09-01 00:00:00,2020-09-30 00:00:00,21,"033:31:00"
PK-GAL,ATR72-600,"1254",NB,LG,,2020-10-04 16:08:11,2020-09-01 00:00:00,2020-09-30 00:00:00,21,"033:31:00"
PK-GAL,ATR72-600,"1254",NB,PROPELLER,,2020-10-04 16:08:11,2020-09-01 00:00:00,2020-09-30 00:00:00,21,"033:31:00"
PK-GAM,ATR72-600,"1242",NB,AIRFRAME,,2020-10-04 16:11:33,2020-09-01 00:00:00,2020-09-30 00:00:00,40,"055:02:00"
PK-GAM,ATR72-600,"1242",NB,ENGINE,Pos 1,2020-10-04 16:11:33,2020-09-01 00:00:00,2020-09-30 00:00:00,40,"055:02:00"
PK-GAM,ATR72-600,"1242",NB,ENGINE,Pos 2,2020-10-04 16:11:33,2020-09-01 00:00:00,2020-09-30 00:00:00,40,"055:02:00"
PK-GAM,ATR72-600,"1242",NB,LG,,2020-10-04 16:11:33,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAM,ATR72-600,"1242",NB,PROPELLER,,2020-10-04 16:11:33,2020-09-01 00:00:00,2020-09-30 00:00:00,40,"055:02:00"
PK-GAM,ATR72-600,"1242",NB,LH-LG,,2020-10-04 16:11:33,2020-09-01 00:00:00,2020-09-30 00:00:00,40,"055:02:00"
PK-GAN,ATR72-600,"1321",NB,AIRFRAME,,2020-10-04 16:15:46,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,ENGINE,Pos 1,2020-10-04 16:15:46,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,ENGINE,Pos 2,2020-10-04 16:15:46,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,LG,,2020-10-04 16:15:46,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAN,ATR72-600,"1321",NB,PROPELLER,,2020-10-04 16:15:46,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,AIRFRAME,,2020-10-04 16:21:10,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,ENGINE,Pos 1,2020-10-04 16:21:10,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,ENGINE,Pos 2,2020-10-04 16:21:10,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,LG,,2020-10-04 16:21:10,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAO,ATR72-600,"1329",NB,PROPELLER,,2020-10-04 16:21:10,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,AIRFRAME,,2020-10-04 16:23:49,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,ENGINE,Pos 1,2020-10-04 16:23:49,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,ENGINE,Pos 2,2020-10-04 16:23:49,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,LG,,2020-10-04 16:23:49,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GAQ,ATR72-600,"1398",NB,PROPELLER,,2020-10-04 16:23:49,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,AIRFRAME,,2020-10-04 18:34:45,2020-09-01 00:00:00,2020-09-30 00:00:00,26,"035:28:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,APU,,2020-10-04 18:34:45,2020-09-01 00:00:00,2020-09-30 00:00:00,113,"113:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,ENGINE,Pos 1,2020-10-04 18:34:45,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,ENGINE,Pos 2,2020-10-04 18:34:45,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRF,Bombardier-CRJ-1000,"19028",NB,LG,,2020-10-04 18:34:45,2020-09-01 00:00:00,2020-09-30 00:00:00,26,"035:28:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,AIRFRAME,,2020-10-04 18:41:19,2020-09-01 00:00:00,2020-09-30 00:00:00,60,"069:36:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,APU,,2020-10-04 18:41:19,2020-09-01 00:00:00,2020-09-30 00:00:00,107,"103:00:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,ENGINE,Pos 1,2020-10-04 18:41:19,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,ENGINE,Pos 2,2020-10-04 18:41:19,2020-09-01 00:00:00,2020-09-30 00:00:00,10,"012:59:00"
PK-GRG,Bombardier-CRJ-1000,"19029",NB,LG,,2020-10-04 18:41:19,2020-09-01 00:00:00,2020-09-30 00:00:00,60,"069:36:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,AIRFRAME,,2020-10-04 18:49:39,2020-09-01 00:00:00,2020-09-30 00:00:00,73,"074:47:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,APU,,2020-10-04 18:49:39,2020-09-01 00:00:00,2020-09-30 00:00:00,129,"132:00:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,ENGINE,Pos 1,2020-10-04 18:49:39,2020-09-01 00:00:00,2020-09-30 00:00:00,73,"074:47:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,ENGINE,Pos 2,2020-10-04 18:49:39,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRH,Bombardier-CRJ-1000,"19030",NB,LG,,2020-10-04 18:49:39,2020-09-01 00:00:00,2020-09-30 00:00:00,73,"074:47:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,LH-LG,,2020-10-04 22:49:01,2020-09-01 00:00:00,2020-09-30 00:00:00,10,"012:59:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,AIRFRAME,,2020-10-04 22:49:01,2020-09-01 00:00:00,2020-09-30 00:00:00,10,"012:59:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,APU,,2020-10-04 22:49:01,2020-09-01 00:00:00,2020-09-30 00:00:00,105,"100:00:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,ENGINE,Pos 1,2020-10-04 22:49:01,2020-09-01 00:00:00,2020-09-30 00:00:00,38,"033:40:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,ENGINE,Pos 2,2020-10-04 22:49:01,2020-09-01 00:00:00,2020-09-30 00:00:00,9,"009:31:00"
PK-GRI,Bombardier-CRJ-1000,"19031",NB,LG,,2020-10-04 22:49:01,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,AIRFRAME,,2020-10-04 22:57:15,2020-09-01 00:00:00,2020-09-30 00:00:00,93,"081:11:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,APU,,2020-10-04 22:57:15,2020-09-01 00:00:00,2020-09-30 00:00:00,43,"035:00:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,ENGINE,Pos 1,2020-10-04 22:57:15,2020-09-01 00:00:00,2020-09-30 00:00:00,60,"069:39:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,ENGINE,Pos 2,2020-10-04 22:57:15,2020-09-01 00:00:00,2020-09-30 00:00:00,73,"074:47:00"
PK-GRK,Bombardier-CRJ-1000,"19033",NB,LG,,2020-10-04 22:57:15,2020-09-01 00:00:00,2020-09-30 00:00:00,93,"081:11:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,AIRFRAME,,2020-10-04 23:00:21,2020-09-01 00:00:00,2020-09-30 00:00:00,9,"009:34:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,APU,,2020-10-04 23:00:21,2020-09-01 00:00:00,2020-09-30 00:00:00,110,"112:00:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,ENGINE,Pos 1,2020-10-04 23:00:21,2020-09-01 00:00:00,2020-09-30 00:00:00,93,"081:08:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,ENGINE,Pos 2,2020-10-04 23:00:21,2020-09-01 00:00:00,2020-09-30 00:00:00,26,"035:29:00"
PK-GRL,Bombardier-CRJ-1000,"19034",NB,LG,,2020-10-04 23:00:21,2020-09-01 00:00:00,2020-09-30 00:00:00,9,"009:34:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,AIRFRAME,,2020-10-04 23:08:23,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,APU,,2020-10-04 23:08:23,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,ENGINE,Pos 1,2020-10-04 23:08:23,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,ENGINE,Pos 2,2020-10-04 23:08:23,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRO,Bombardier-CRJ-1000,"19038",NB,LG,,2020-10-04 23:08:23,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,AIRFRAME,,2020-10-04 23:10:57,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,APU,,2020-10-04 23:10:57,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,ENGINE,Pos 1,2020-10-04 23:10:57,2020-09-01 00:00:00,2020-09-30 00:00:00,26,"035:29:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,ENGINE,Pos 2,2020-10-04 23:10:57,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRP,Bombardier-CRJ-1000,"19039",NB,LG,,2020-10-04 23:10:57,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,AIRFRAME,,2020-10-04 23:15:08,2020-09-01 00:00:00,2020-09-30 00:00:00,43,"051:34:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,APU,,2020-10-04 23:15:08,2020-09-01 00:00:00,2020-09-30 00:00:00,60,"052:00:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,ENGINE,Pos 1,2020-10-04 23:15:08,2020-09-01 00:00:00,2020-09-30 00:00:00,43,"051:34:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,ENGINE,Pos 2,2020-10-04 23:15:08,2020-09-01 00:00:00,2020-09-30 00:00:00,43,"051:34:00"
PK-GRR,Bombardier-CRJ-1000,"19042",NB,LG,,2020-10-04 23:15:08,2020-09-01 00:00:00,2020-09-30 00:00:00,43,"051:34:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,AIRFRAME,,2020-10-04 23:18:12,2020-09-01 00:00:00,2020-09-30 00:00:00,75,"070:41:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,APU,,2020-10-04 23:18:12,2020-09-01 00:00:00,2020-09-30 00:00:00,109,"104:00:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 1,2020-10-04 23:18:12,2020-09-01 00:00:00,2020-09-30 00:00:00,75,"070:41:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,ENGINE,Pos 2,2020-10-04 23:18:12,2020-09-01 00:00:00,2020-09-30 00:00:00,75,"070:41:00"
PK-GRS,Bombardier-CRJ-1000,"19043",NB,LG,,2020-10-04 23:18:12,2020-09-01 00:00:00,2020-09-30 00:00:00,75,"070:41:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,AIRFRAME,,2020-10-04 23:21:22,2020-09-01 00:00:00,2020-09-30 00:00:00,51,"072:03:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,APU,,2020-10-04 23:21:22,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 1,2020-10-04 23:21:22,2020-09-01 00:00:00,2020-09-30 00:00:00,51,"072:02:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,ENGINE,Pos 2,2020-10-04 23:21:22,2020-09-01 00:00:00,2020-09-30 00:00:00,51,"072:02:00"
PK-GRT,Bombardier-CRJ-1000,"19044",NB,LG,,2020-10-04 23:21:22,2020-09-01 00:00:00,2020-09-30 00:00:00,51,"072:03:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,AIRFRAME,,2020-10-04 23:26:39,2020-09-01 00:00:00,2020-09-30 00:00:00,38,"033:40:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,APU,,2020-10-04 23:26:39,2020-09-01 00:00:00,2020-09-30 00:00:00,76,"078:00:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,ENGINE,Pos 1,2020-10-04 23:26:39,2020-09-01 00:00:00,2020-09-30 00:00:00,60,"069:39:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,ENGINE,Pos 2,2020-10-04 23:26:39,2020-09-01 00:00:00,2020-09-30 00:00:00,38,"033:40:00"
PK-GRJ,Bombardier-CRJ-1000,"19032",NB,LG,,2020-10-04 23:26:39,2020-09-01 00:00:00,2020-09-30 00:00:00,38,"033:40:00"
PK-GFR,B737-800NG,"39417",NB,AIRFRAME,,2020-10-23 18:11:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 1,2020-10-23 18:11:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,ENGINE,Pos 2,2020-10-23 18:11:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,APU,,2020-10-23 18:11:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFR,B737-800NG,"39417",NB,LG,,2020-10-23 18:11:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,AIRFRAME,,2020-10-23 18:12:06,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,APU,,2020-10-23 18:12:06,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,ENGINE,Pos 1,2020-10-23 18:12:06,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,ENGINE,Pos 2,2020-10-23 18:12:06,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFV,B737-800NG,"38885",NB,LG,,2020-10-23 18:12:06,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,AIRFRAME,,2020-10-23 18:12:37,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,APU,,2020-10-23 18:12:37,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,ENGINE,Pos 1,2020-10-23 18:12:37,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,ENGINE,Pos 2,2020-10-23 18:12:37,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GMY,B737-800NG,"38884",NB,LG,,2020-10-23 18:12:37,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFP,B737-800NG,"38821",NB,AIRFRAME,,2020-10-23 18:14:55,2020-09-01 00:00:00,2020-09-30 00:00:00,110,"154:58:00"
PK-GFP,B737-800NG,"38821",NB,APU,,2020-10-23 18:14:55,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GFP,B737-800NG,"38821",NB,ENGINE,Pos 1,2020-10-23 18:14:55,2020-09-01 00:00:00,2020-09-30 00:00:00,124,"192:16:00"
PK-GFP,B737-800NG,"38821",NB,ENGINE,Pos 2,2020-10-23 18:14:55,2020-09-01 00:00:00,2020-09-30 00:00:00,130,"249:06:00"
PK-GFP,B737-800NG,"38821",NB,LG,,2020-10-23 18:14:55,2020-09-01 00:00:00,2020-09-30 00:00:00,110,"154:58:00"
PK-GND,B737-800NG,"41794",NB,AIRFRAME,,2020-10-23 18:16:24,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,ENGINE,Pos 1,2020-10-23 18:16:24,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,ENGINE,Pos 2,2020-10-23 18:16:24,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,APU,,2020-10-23 18:16:24,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GND,B737-800NG,"41794",NB,LG,,2020-10-23 18:16:24,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,AIRFRAME,,2020-10-23 18:16:57,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,ENGINE,Pos 1,2020-10-23 18:16:57,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,ENGINE,Pos 2,2020-10-23 18:16:57,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,APU,,2020-10-23 18:16:57,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNJ,B737-800NG,"41796",NB,LG,,2020-10-23 18:16:57,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,AIRFRAME,,2020-10-23 18:17:36,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,APU,,2020-10-23 18:17:36,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,LG,,2020-10-23 18:17:36,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,ENGINE,Pos 1,2020-10-23 18:17:36,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNK,B737-800NG,"41798",NB,ENGINE,Pos 2,2020-10-23 18:17:36,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,AIRFRAME,,2020-10-23 18:18:01,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,APU,,2020-10-23 18:18:01,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,LG,,2020-10-23 18:18:01,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,ENGINE,Pos 1,2020-10-23 18:18:01,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNO,B737-800NG,"41800",NB,ENGINE,Pos 2,2020-10-23 18:18:01,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,AIRFRAME,,2020-10-23 18:19:14,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,APU,,2020-10-23 18:19:14,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 1,2020-10-23 18:19:14,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GIA,Boeing 777-300ER,"40074",WB,ENGINE,Pos 2,2020-10-23 18:19:14,2020-09-01 00:00:00,2020-09-30 00:00:00,20,"113:26:00"
PK-GIA,Boeing 777-300ER,"40074",WB,LG,,2020-10-23 18:19:14,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,AIRFRAME,,2020-10-23 18:30:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,APU,,2020-10-23 18:30:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,LG,,2020-10-23 18:30:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,ENGINE,Pos 1,2020-10-23 18:30:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GPV,Airbus 330-300,"1577",WB,ENGINE,Pos 2,2020-10-23 18:30:21,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,AIRFRAME,,2020-10-23 18:37:17,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,APU,,2020-10-23 18:37:17,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,LG,,2020-10-23 18:37:17,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,ENGINE,Pos 1,2020-10-23 18:37:17,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNP,B737-800NG,"41605",NB,ENGINE,Pos 2,2020-10-23 18:37:17,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,AIRFRAME,,2020-10-23 18:38:08,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,APU,,2020-10-23 18:38:08,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,LG,,2020-10-23 18:38:08,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 1,2020-10-23 18:38:08,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNS,B737-800NG,"41607",NB,ENGINE,Pos 2,2020-10-23 18:38:08,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,AIRFRAME,,2020-10-23 18:41:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,APU,,2020-10-23 18:21:33,2020-10-01 00:00:00,2020-10-31 00:00:00,67,"129:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 1,2020-10-23 18:21:33,2020-10-01 00:00:00,2020-10-31 00:00:00,29,"187:56:00"
PK-GIC,Boeing 777-300ER,"40075",WB,ENGINE,Pos 2,2020-10-23 18:21:33,2020-10-01 00:00:00,2020-10-31 00:00:00,0,"000:00:00"
PK-GIC,Boeing 777-300ER,"40075",WB,LG,,2020-10-23 18:21:33,2020-10-01 00:00:00,2020-10-31 00:00:00,29,"187:56:00"
PK-GNT,B737-800NG,"41806",NB,APU,,2020-10-23 18:41:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,LG,,2020-10-23 18:41:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 1,2020-10-23 18:41:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNT,B737-800NG,"41806",NB,ENGINE,Pos 2,2020-10-23 18:41:05,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,AIRFRAME,,2020-10-23 18:41:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,APU,,2020-10-23 18:41:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,LG,,2020-10-23 18:41:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,ENGINE,Pos 1,2020-10-23 18:41:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNU,B737-800NG,"41812",NB,ENGINE,Pos 2,2020-10-23 18:41:44,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,AIRFRAME,,2020-10-23 18:42:22,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,APU,,2020-10-23 18:42:22,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
PK-GNV,B737-800NG,"41815",NB,LG,,2020-10-23 18:42:22,2020-09-01 00:00:00,2020-09-30 00:00:00,0,"000:00:00"
